Datum,Landesverbrauch_GWh,Endverbrauch_GWh
2023-04-11,164,137
2023-04-11,164,150
2023-04-11,164,151
2023-04-12,164,140
2023-04-12,164,154
2023-04-13,170,158
2023-04-13,170,143
2023-04-14,170,153
2023-04-14,170,137
2023-04-14,171,153
2023-04-15,155,125
2023-04-15,155,139
2023-04-16,156,120
2023-04-16,156,134
2023-04-17,166,152
2023-04-17,166,137
2023-04-18,163,149
2023-04-18,163,134
2023-04-19,165,152
2023-04-19,166,137
2023-04-20,176,165
2023-04-20,176,148
2023-04-21,168,156
2023-04-21,168,140
2023-04-22,154,117
2023-04-22,154,131
2023-04-22,155,131
2023-04-23,157,108
2023-04-23,157,121
2023-04-24,179,150
2023-04-24,179,135
2023-04-24,179,151
2023-04-25,174,140
2023-04-25,174,155
2023-04-26,166,135
2023-04-26,166,150
2023-04-27,165,144
2023-04-27,165,130
2023-04-27,165,145
2023-04-28,160,132
2023-04-28,160,148
2023-04-29,145,108
2023-04-29,146,121
2023-04-29,146,122
2023-04-30,150,115
2023-04-30,139,95
2023-05-01,170,137
2023-05-02,162,143
2023-05-03,159,140
2023-05-04,159,138
2023-05-04,159,137
2023-05-05,154,138
2023-05-05,154,137
2023-05-06,140,116
2023-05-06,141,116
2023-05-07,151,112
2023-05-07,151,111
2023-05-08,158,140
2023-05-08,159,140
2023-05-09,156,141
2023-05-09,157,142
2023-05-09,156,142
2023-05-09,157,141
2023-05-10,158,145
2023-05-11,157,145
2023-05-11,157,146
2023-05-12,156,141
2023-05-12,156,142
2023-05-13,147,124
2023-05-14,146,116
2023-05-14,147,116
2023-05-15,160,143
2023-05-15,160,142
2023-05-16,168,150
2023-05-16,168,151
2023-05-17,158,144
2023-05-18,151,120
2023-05-18,151,119
2023-05-19,161,129
2023-05-19,160,128
2023-05-20,156,119
2023-05-21,152,109
2023-05-21,152,108
2023-05-22,150,133
2023-05-22,149,132
2023-05-23,154,137
2023-05-23,153,137
2023-05-24,157,144
2023-05-24,155,144
2023-05-25,159,139
2023-05-26,164,134
2023-05-26,163,134
2023-05-27,147,115
2023-05-27,147,114
2023-05-27,146,114
2023-05-27,146,115
2023-05-28,151,106
2023-05-28,151,105
2023-05-29,155,111
2023-05-29,155,110
2023-05-29,154,110
2023-05-30,155,135
2023-05-30,156,135
2023-05-31,147,127
2023-05-31,158,137
2023-06-01,150,138
2023-06-01,150,137
2023-06-02,153,136
2023-06-02,153,135
2023-06-03,151,117
2023-06-04,151,110
2023-06-04,151,109
2023-06-05,151,136
2023-06-05,151,135
2023-06-05,152,136
2023-06-06,150,136
2023-06-06,150,137
2023-06-07,152,136
2023-06-08,154,131
2023-06-08,154,132
2023-06-09,158,133
2023-06-09,158,134
2023-06-10,153,116
2023-06-11,148,108
2023-06-12,158,135
2023-06-13,160,136
2023-06-13,160,135
2023-06-14,161,134
2023-06-15,155,134
2023-06-15,156,135
2023-06-16,152,135
2023-06-17,144,115
2023-06-18,146,108
2023-06-19,159,138
2023-06-20,160,140
2023-06-21,159,141
2023-06-22,160,142
2023-06-22,160,143
2023-06-23,159,135
2023-06-24,151,114
2023-06-25,150,107
2023-06-25,150,108
2023-06-26,167,138
2023-06-27,163,137
2023-06-27,163,138
2023-06-28,158,137
2023-06-29,153,138
2023-06-29,154,138
2023-06-30,151,130
2023-06-30,162,140
2023-07-01,171,115
2023-07-01,172,117
2023-07-02,165,108
2023-07-02,166,109
2023-07-03,170,132
2023-07-03,171,135
2023-07-03,171,134
2023-07-04,154,135
2023-07-04,155,137
2023-07-05,167,137
2023-07-05,168,139
2023-07-06,151,135
2023-07-06,151,136
2023-07-06,150,133
2023-07-07,157,132
2023-07-07,158,134
2023-07-08,149,115
2023-07-08,150,117
2023-07-09,142,108
2023-07-09,142,109
2023-07-10,155,139
2023-07-10,154,137
2023-07-10,154,139
2023-07-11,160,142
2023-07-11,159,140
2023-07-12,169,142
2023-07-12,170,144
2023-07-13,161,133
2023-07-13,162,136
2023-07-14,159,132
2023-07-14,159,130
2023-07-15,167,115
2023-07-15,167,116
2023-07-16,155,105
2023-07-16,156,107
2023-07-17,152,130
2023-07-17,153,132
2023-07-18,150,135
2023-07-18,149,133
2023-07-19,149,135
2023-07-19,148,132
2023-07-20,147,130
2023-07-20,147,128
2023-07-21,251,234
2023-07-21,142,129
2023-07-22,144,107
2023-07-22,144,108
2023-07-23,154,100
2023-07-23,154,102
2023-07-24,145,127
2023-07-24,144,125
2023-07-25,138,124
2023-07-25,137,122
2023-07-26,149,121
2023-07-26,149,122
2023-07-27,135,120
2023-07-27,134,118
2023-07-28,137,122
2023-07-28,136,120
2023-07-29,137,108
2023-07-29,138,110
2023-07-30,158,97
2023-07-30,158,98
2023-07-31,147,111
2023-07-31,136,102
2023-07-31,136,101
2023-08-01,127,104
2023-08-02,152,120
2023-08-02,152,119
2023-08-03,156,119
2023-08-03,156,118
2023-08-04,132,121
2023-08-04,132,120
2023-08-05,129,106
2023-08-05,129,107
2023-08-06,149,103
2023-08-07,151,125
2023-08-07,151,126
2023-08-07,152,126
2023-08-08,149,125
2023-08-08,149,124
2023-08-09,140,127
2023-08-10,140,126
2023-08-10,140,127
2023-08-11,151,130
2023-08-11,151,129
2023-08-12,144,116
2023-08-12,144,117
2023-08-13,152,108
2023-08-13,152,109
2023-08-14,156,135
2023-08-15,149,133
2023-08-16,156,138
2023-08-16,156,137
2023-08-17,158,140
2023-08-17,158,139
2023-08-18,156,136
2023-08-18,156,137
2023-08-19,147,118
2023-08-19,147,119
2023-08-20,141,112
2023-08-20,141,113
2023-08-21,158,143
2023-08-22,168,147
2023-08-22,168,148
2023-08-23,171,148
2023-08-23,172,149
2023-08-23,171,149
2023-08-24,170,149
2023-08-24,170,150
2023-08-25,164,146
2023-08-25,164,147
2023-08-26,153,122
2023-08-26,153,123
2023-08-27,157,113
2023-08-27,156,113
2023-08-27,157,112
2023-08-28,164,141
2023-08-28,164,142
2023-08-29,161,142
2023-08-29,161,141
2023-08-30,154,138
2023-08-30,154,139
2023-08-31,146,130
2023-08-31,157,140
2023-09-01,150,135
2023-09-01,150,133
2023-09-02,139,116
2023-09-02,139,113
2023-09-03,141,107
2023-09-03,141,109
2023-09-04,165,136
2023-09-04,165,134
2023-09-05,165,137
2023-09-05,165,140
2023-09-06,159,138
2023-09-06,159,141
2023-09-07,163,138
2023-09-07,163,140
2023-09-08,160,138
2023-09-08,160,140
2023-09-09,145,118
2023-09-09,145,120
2023-09-10,144,111
2023-09-10,144,109
2023-09-11,152,139
2023-09-11,152,137
2023-09-12,154,139
2023-09-12,154,142
2023-09-13,159,142
2023-09-13,159,145
2023-09-14,153,137
2023-09-14,153,140
2023-09-15,156,135
2023-09-15,155,138
2023-09-15,156,138
2023-09-16,146,119
2023-09-16,146,117
2023-09-17,137,108
2023-09-17,137,110
2023-09-18,165,139
2023-09-18,165,141
2023-09-19,164,139
2023-09-19,164,137
2023-09-20,168,136
2023-09-20,168,139
2023-09-21,160,139
2023-09-21,160,141
2023-09-22,162,137
2023-09-22,162,140
2023-09-23,157,119
2023-09-23,157,116
2023-09-24,162,111
2023-09-24,162,108
2023-09-25,163,136
2023-09-25,163,133
2023-09-26,155,138
2023-09-26,155,135
2023-09-27,154,136
2023-09-27,154,139
2023-09-28,155,136
2023-09-28,155,139
2023-09-29,159,138
2023-09-29,159,136
2023-09-30,130,107
2023-09-30,140,118
2023-10-01,136,108
2023-10-01,136,109
2023-10-02,151,135
2023-10-02,151,136
2023-10-03,158,138
2023-10-03,158,140
2023-10-03,159,140
2023-10-04,157,138
2023-10-04,157,139
2023-10-05,153,141
2023-10-05,155,141
2023-10-06,155,140
2023-10-06,155,139
2023-10-07,145,120
2023-10-07,145,119
2023-10-08,132,111
2023-10-08,132,110
2023-10-09,150,137
2023-10-10,152,137
2023-10-10,152,139
2023-10-11,154,138
2023-10-11,155,140
2023-10-12,153,138
2023-10-12,153,139
2023-10-12,153,140
2023-10-13,156,137
2023-10-13,156,138
2023-10-14,138,122
2023-10-15,146,117
2023-10-15,146,118
2023-10-16,160,145
2023-10-16,161,147
2023-10-16,161,146
2023-10-17,165,148
2023-10-17,165,150
2023-10-18,166,151
2023-10-18,166,153
2023-10-18,166,152
2023-10-19,168,150
2023-10-19,168,152
2023-10-19,168,151
2023-10-20,180,150
2023-10-20,180,152
2023-10-21,171,128
2023-10-21,171,130
2023-10-22,159,120
2023-10-22,159,119
2023-10-23,166,149
2023-10-23,166,151
2023-10-23,167,151
2023-10-24,180,159
2023-10-24,180,157
2023-10-25,178,156
2023-10-25,177,154
2023-10-26,175,156
2023-10-26,174,154
2023-10-27,173,152
2023-10-27,173,153
2023-10-28,168,132
2023-10-28,168,133
2023-10-29,174,123
2023-10-29,174,122
2023-10-30,178,156
2023-10-30,178,157
2023-10-31,176,151
2023-10-31,184,159
2023-11-01,179,152
2023-11-01,179,150
2023-11-02,195,162
2023-11-02,195,165
2023-11-02,194,165
2023-11-03,181,164
2023-11-03,181,161
2023-11-04,181,147
2023-11-04,182,145
2023-11-05,166,133
2023-11-05,165,135
2023-11-06,178,157
2023-11-06,178,160
2023-11-07,183,164
2023-11-07,182,166
2023-11-08,184,166
2023-11-08,184,168
2023-11-09,190,172
2023-11-09,190,174
2023-11-10,187,168
2023-11-10,187,171
2023-11-11,177,150
2023-11-11,177,152
2023-11-12,173,144
2023-11-12,173,146
2023-11-13,184,161
2023-11-13,184,164
2023-11-14,186,163
2023-11-14,186,165
2023-11-15,185,162
2023-11-15,185,164
2023-11-16,184,167
2023-11-16,184,169
2023-11-17,187,167
2023-11-17,187,170
2023-11-18,184,151
2023-11-18,184,153
2023-11-19,181,136
2023-11-19,181,138
2023-11-20,185,162
2023-11-20,185,164
2023-11-21,187,171
2023-11-21,187,170
2023-11-21,187,168
2023-11-22,192,173
2023-11-22,192,176
2023-11-23,191,173
2023-11-23,191,175
2023-11-24,190,174
2023-11-24,190,171
2023-11-25,184,162
2023-11-25,184,160
2023-11-26,181,151
2023-11-26,181,154
2023-11-27,196,180
2023-11-27,196,183
2023-11-27,196,182
2023-11-28,205,187
2023-11-28,205,184
2023-11-29,208,185
2023-11-29,208,188
2023-11-30,206,183
2023-11-30,214,192
2023-12-01,212,189
2023-12-02,195,175
2023-12-02,195,174
2023-12-03,197,173
2023-12-03,196,173
2023-12-04,214,199
2023-12-04,214,197
2023-12-05,209,192
2023-12-05,209,193
2023-12-06,210,192
2023-12-06,210,191
2023-12-07,209,195
2023-12-08,200,184
2023-12-08,200,185
2023-12-09,194,164
2023-12-09,194,163
2023-12-10,190,149
2023-12-11,198,173
2023-12-11,198,174
2023-12-12,193,173
2023-12-12,193,174
2023-12-13,198,178
2023-12-13,198,177
2023-12-14,197,179
2023-12-14,197,180
2023-12-15,196,179
2023-12-15,196,177
2023-12-16,191,166
2023-12-16,191,165
2023-12-17,199,157
2023-12-18,202,182
2023-12-18,202,181
2023-12-19,193,179
2023-12-20,192,176
2023-12-20,192,175
2023-12-21,189,172
2023-12-22,189,163
2023-12-23,183,144
2023-12-23,183,145
2023-12-24,191,136
2023-12-24,191,135
2023-12-25,187,130
2023-12-26,178,140
2023-12-27,173,150
2023-12-28,181,152
2023-12-29,188,146
2023-12-30,177,140
2023-12-31,190,142
2023-12-31,190,141
2023-12-31,182,136
2024-01-01,185,138
2024-01-01,182,128
2024-01-02,174,137
2024-01-02,177,147
2024-01-03,187,145
2024-01-03,191,153
2024-01-04,182,159
2024-01-04,179,150
2024-01-05,184,166
2024-01-05,181,156
2024-01-06,178,155
2024-01-06,175,146
2024-01-07,178,143
2024-01-07,181,152
2024-01-08,214,192
2024-01-08,212,180
2024-01-09,212,185
2024-01-09,215,198
2024-01-09,215,197
2024-01-09,214,198
2024-01-10,207,183
2024-01-10,209,195
2024-01-11,213,198
2024-01-11,211,185
2024-01-11,214,198
2024-01-12,211,186
2024-01-12,214,198
2024-01-13,190,167
2024-01-13,192,178
2024-01-14,185,158
2024-01-14,187,168
2024-01-15,210,180
2024-01-15,213,192
2024-01-16,207,182
2024-01-16,210,193
2024-01-16,210,192
2024-01-17,204,176
2024-01-17,207,187
2024-01-18,205,184
2024-01-18,202,174
2024-01-18,205,185
2024-01-19,215,196
2024-01-19,212,186
2024-01-20,196,180
2024-01-20,194,171
2024-01-21,199,169
2024-01-21,200,169
2024-01-21,197,160
2024-01-22,205,189
2024-01-22,202,178
2024-01-23,195,179
2024-01-23,195,178
2024-01-23,193,171
2024-01-24,188,171
2024-01-24,188,172
2024-01-24,187,171
2024-01-24,185,164
2024-01-25,189,169
2024-01-25,188,169
2024-01-25,186,161
2024-01-26,188,171
2024-01-26,186,162
2024-01-27,179,146
2024-01-27,182,153
2024-01-28,179,140
2024-01-28,181,148
2024-01-29,194,176
2024-01-29,192,164
2024-01-30,189,166
2024-01-30,191,175
2024-01-31,188,175
2024-01-31,179,159
2024-02-01,194,179
2024-02-01,194,178
2024-02-02,189,174
2024-02-02,189,173
2024-02-03,183,149
2024-02-03,183,150
2024-02-04,182,142
2024-02-04,182,143
2024-02-05,188,168
2024-02-05,188,167
2024-02-06,190,169
2024-02-06,189,170
2024-02-06,190,170
2024-02-07,186,169
2024-02-07,186,170
2024-02-08,182,166
2024-02-08,182,167
2024-02-09,187,168
2024-02-09,187,167
2024-02-10,170,147
2024-02-10,170,146
2024-02-11,177,140
2024-02-11,177,141
2024-02-12,185,166
2024-02-12,185,167
2024-02-13,187,165
2024-02-13,187,167
2024-02-13,187,166
2024-02-14,183,164
2024-02-14,183,165
2024-02-15,182,163
2024-02-15,182,164
2024-02-16,176,159
2024-02-16,177,160
2024-02-17,160,143
2024-02-17,160,142
2024-02-18,170,133
2024-02-18,170,132
2024-02-19,179,160
2024-02-19,179,159
2024-02-20,180,163
2024-02-20,180,164
2024-02-21,183,164
2024-02-21,182,163
2024-02-21,182,164
2024-02-22,186,168
2024-02-22,186,167
2024-02-23,187,167
2024-02-23,187,166
2024-02-24,173,149
2024-02-24,173,150
2024-02-25,171,138
2024-02-25,171,139
2024-02-26,185,164
2024-02-26,185,165
2024-02-26,184,165
2024-02-27,184,168
2024-02-27,184,169
2024-02-28,179,166
2024-02-28,179,167
2024-02-29,171,156
2024-02-29,178,163
2024-02-29,179,163
2024-03-01,184,167
2024-03-01,184,166
2024-03-02,171,144
2024-03-02,171,143
2024-03-03,166,133
2024-03-03,166,134
2024-03-04,177,163
2024-03-04,177,162
2024-03-05,180,167
2024-03-05,180,168
2024-03-06,186,174
2024-03-06,186,175
2024-03-07,182,170
2024-03-07,182,171
2024-03-08,180,168
2024-03-08,180,167
2024-03-09,161,143
2024-03-09,161,144
2024-03-09,162,144
2024-03-10,164,139
2024-03-10,164,140
2024-03-11,177,162
2024-03-11,177,161
2024-03-12,181,168
2024-03-12,181,167
2024-03-13,179,164
2024-03-13,179,165
2024-03-14,172,158
2024-03-14,171,157
2024-03-15,168,154
2024-03-15,168,155
2024-03-16,156,136
2024-03-16,155,135
2024-03-17,159,131
2024-03-17,159,132
2024-03-18,175,159
2024-03-18,175,160
2024-03-19,171,151
2024-03-19,171,152
2024-03-20,167,152
2024-03-20,167,153
2024-03-21,166,153
2024-03-21,166,152
2024-03-22,159,146
2024-03-22,159,147
2024-03-23,157,137
2024-03-23,156,136
2024-03-24,166,136
2024-03-24,166,135
2024-03-25,166,154
2024-03-25,166,153
2024-03-26,163,152
2024-03-26,163,153
2024-03-27,175,163
2024-03-27,175,164
2024-03-28,172,160
2024-03-28,172,159
2024-03-29,146,127
2024-03-29,146,128
2024-03-30,143,125
2024-03-30,143,126
2024-03-31,140,105
2024-03-31,153,115
2024-03-31,154,115
2024-03-31,155,116
2024-04-01,168,123
2024-04-01,168,127
2024-04-02,174,149
2024-04-02,175,149
2024-04-02,174,144
2024-04-03,168,152
2024-04-03,168,157
2024-04-04,165,149
2024-04-04,165,145
2024-04-05,163,137
2024-04-05,163,142
2024-04-06,151,119
2024-04-06,151,115
2024-04-07,145,106
2024-04-07,145,110
2024-04-07,146,110
2024-04-08,149,135
2024-04-08,149,131
2024-04-09,171,148
2024-04-09,171,152
2024-04-10,170,153
2024-04-10,170,148
2024-04-11,170,144
2024-04-11,170,140
2024-04-12,161,134
2024-04-12,161,138
2024-04-13,161,113
2024-04-13,161,117
2024-04-14,148,103
2024-04-14,148,106
2024-04-14,148,107
2024-04-15,164,138
2024-04-15,164,134
2024-04-16,173,147
2024-04-16,172,143
2024-04-16,172,147
2024-04-17,172,154
2024-04-17,172,158
2024-04-18,176,160
2024-04-18,176,156
2024-04-19,185,157
2024-04-19,185,162
2024-04-20,177,135
2024-04-20,177,139
2024-04-21,172,137
2024-04-21,172,133
2024-04-21,173,137
2024-04-22,183,170
2024-04-22,183,165
2024-04-23,181,169
2024-04-23,180,164
2024-04-24,175,158
2024-04-24,175,163
2024-04-25,172,156
2024-04-25,172,151
2024-04-25,173,156
2024-04-26,171,152
2024-04-26,171,147
2024-04-27,154,125
2024-04-27,153,120
2024-04-27,153,125
2024-04-28,161,117
2024-04-28,161,121
2024-04-29,161,141
2024-04-29,161,136
2024-04-29,161,140
2024-04-30,156,137
2024-04-30,144,123
2024-05-01,169,130
2024-05-02,164,146
2024-05-02,164,145
2024-05-03,160,148
2024-05-03,159,147
2024-05-04,146,121
2024-05-05,144,112
2024-05-05,144,113
2024-05-06,163,146
2024-05-07,167,150
2024-05-07,167,151
2024-05-08,156,142
2024-05-08,157,142
2024-05-09,139,115
2024-05-10,143,120
2024-05-10,144,121
2024-05-11,137,110
2024-05-12,147,105
2024-05-13,161,134
2024-05-13,161,135
2024-05-14,164,138
2024-05-14,164,137
2024-05-15,165,142
2024-05-15,165,143
2024-05-16,161,145
2024-05-16,162,146
2024-05-17,155,140
2024-05-17,156,140
2024-05-18,140,118
2024-05-18,140,117
2024-05-18,139,117
2024-05-19,134,106
2024-05-19,133,106
2024-05-20,135,109
2024-05-20,135,110
2024-05-21,157,140
2024-05-22,163,139
2024-05-22,164,140
2024-05-23,165,146
2024-05-23,166,146
2024-05-24,153,140
2024-05-24,153,141
2024-05-25,141,116
2024-05-25,142,117
2024-05-26,140,108
2024-05-26,141,108
2024-05-27,154,139
2024-05-28,151,133
2024-05-28,152,133
2024-05-28,152,134
2024-05-29,158,137
2024-05-30,149,134
2024-05-31,158,144
2024-05-31,146,134
2024-06-01,151,121
2024-06-01,150,120
2024-06-01,150,121
2024-06-02,150,113
2024-06-02,150,112
2024-06-03,151,139
2024-06-03,152,140
2024-06-04,155,133
2024-06-04,155,132
2024-06-04,156,133
2024-06-05,159,133
2024-06-05,159,134
2024-06-05,159,132
2024-06-06,157,134
2024-06-06,158,135
2024-06-06,157,135
2024-06-07,160,134
2024-06-07,160,133
2024-06-08,149,115
2024-06-08,150,116
2024-06-08,149,116
2024-06-09,153,109
2024-06-09,153,108
2024-06-10,153,130
2024-06-10,153,132
2024-06-11,165,140
2024-06-11,166,142
2024-06-12,159,134
2024-06-12,159,135
2024-06-13,151,132
2024-06-13,151,131
2024-06-14,152,135
2024-06-14,152,136
2024-06-15,165,116
2024-06-15,165,115
2024-06-16,152,103
2024-06-16,152,104
2024-06-17,152,130
2024-06-17,153,132
2024-06-18,150,133
2024-06-18,150,132
2024-06-19,159,136
2024-06-19,159,135
2024-06-20,162,141
2024-06-20,163,142
2024-06-20,162,142
2024-06-21,165,139
2024-06-21,165,140
2024-06-22,161,118
2024-06-22,161,119
2024-06-22,161,120
2024-06-23,156,111
2024-06-23,156,110
2024-06-24,163,131
2024-06-24,164,133
2024-06-25,168,136
2024-06-25,167,135
2024-06-26,162,139
2024-06-26,162,140
2024-06-26,162,138
2024-06-27,160,138
2024-06-27,160,137
2024-06-27,160,136
2024-06-28,173,137
2024-06-28,173,135
2024-06-29,158,120
2024-06-29,158,119
2024-06-30,146,100
2024-06-30,157,110
2024-07-01,159,134
2024-07-01,160,135
2024-07-01,159,135
2024-07-02,164,135
2024-07-02,163,135
2024-07-03,159,137
2024-07-04,171,133
2024-07-04,171,132
2024-07-05,166,131
2024-07-05,165,130
2024-07-06,170,119
2024-07-06,170,118
2024-07-07,154,108
2024-07-08,150,128
2024-07-08,150,129
2024-07-09,160,134
2024-07-09,159,134
2024-07-10,156,140
2024-07-10,155,140
2024-07-10,155,139
2024-07-11,153,136
2024-07-11,153,137
2024-07-12,155,137
2024-07-13,154,112
2024-07-14,148,103
2024-07-14,147,103
2024-07-15,154,130
2024-07-15,154,131
2024-07-16,164,132
2024-07-16,164,133
2024-07-17,150,129
2024-07-17,150,130
2024-07-18,151,130
2024-07-18,150,130
2024-07-19,146,129
2024-07-19,147,129
2024-07-19,146,128
2024-07-20,138,110
2024-07-21,137,105
2024-07-21,137,104
2024-07-21,138,105
2024-07-22,149,126
2024-07-22,150,127
2024-07-23,147,124
2024-07-24,148,123
2024-07-24,148,124
2024-07-25,146,121
2024-07-25,147,122
2024-07-26,142,121
2024-07-26,142,122
2024-07-27,143,109
2024-07-27,143,108
2024-07-27,144,109
2024-07-28,142,101
2024-07-29,145,119
2024-07-30,145,123
2024-07-30,146,124
2024-07-31,130,116
2024-07-31,141,125
2024-07-31,140,125
2024-08-01,122,104
2024-08-01,123,106
2024-08-01,122,106
2024-08-02,130,112
2024-08-02,130,114
2024-08-02,131,114
2024-08-03,132,102
2024-08-03,132,105
2024-08-04,134,98
2024-08-04,134,96
2024-08-05,139,121
2024-08-05,139,118
2024-08-06,148,126
2024-08-06,148,123
2024-08-06,149,126
2024-08-07,146,131
2024-08-07,146,128
2024-08-08,146,128
2024-08-08,145,128
2024-08-08,145,126
2024-08-09,155,125
2024-08-09,155,122
2024-08-10,144,107
2024-08-10,144,110
2024-08-11,139,105
2024-08-11,139,103
2024-08-12,157,131
2024-08-12,158,133
2024-08-13,154,133
2024-08-13,154,130
2024-08-14,155,135
2024-08-14,155,132
2024-08-14,156,135
2024-08-15,155,128
2024-08-15,155,125
2024-08-16,152,132
2024-08-16,152,129
2024-08-17,137,115
2024-08-17,137,117
2024-08-18,130,110
2024-08-18,131,110
2024-08-18,130,107
2024-08-19,147,127
2024-08-19,147,130
2024-08-20,153,132
2024-08-20,154,134
2024-08-20,153,134
2024-08-21,158,133
2024-08-21,158,136
2024-08-22,154,135
2024-08-22,154,132
2024-08-22,155,135
2024-08-23,155,132
2024-08-23,156,135
2024-08-24,140,117
2024-08-24,140,114
2024-08-25,139,112
2024-08-25,139,109
2024-08-26,151,133
2024-08-26,151,136
2024-08-27,155,132
2024-08-27,155,135
2024-08-27,156,135
2024-08-28,155,136
2024-08-28,156,136
2024-08-28,155,134
2024-08-29,155,136
2024-08-29,155,138
2024-08-30,154,135
2024-08-30,154,138
2024-08-31,143,118
2024-08-31,144,118
2024-08-31,133,107
2024-09-01,146,111
2024-09-02,149,137
2024-09-02,149,136
2024-09-03,153,140
2024-09-03,153,139
2024-09-04,156,141
2024-09-04,155,140
2024-09-04,155,141
2024-09-05,158,141
2024-09-05,158,142
2024-09-06,149,133
2024-09-06,149,134
2024-09-07,140,114
2024-09-07,140,115
2024-09-08,145,113
2024-09-09,159,139
2024-09-09,159,140
2024-09-10,165,137
2024-09-10,165,138
2024-09-11,164,145
2024-09-11,163,145
2024-09-11,163,144
2024-09-12,154,144
2024-09-12,153,144
2024-09-12,153,142
2024-09-13,163,147
2024-09-13,163,146
2024-09-14,149,124
2024-09-14,149,126
2024-09-15,135,113
2024-09-15,135,112
2024-09-15,136,113
2024-09-16,153,143
2024-09-16,152,143
2024-09-16,152,142
2024-09-17,156,144
2024-09-17,156,146
2024-09-17,157,146
2024-09-18,156,142
2024-09-18,156,141
2024-09-18,156,143
2024-09-19,157,142
2024-09-19,157,141
2024-09-19,158,142
2024-09-20,159,137
2024-09-20,159,138
2024-09-21,140,117
2024-09-21,140,118
2024-09-22,132,112
2024-09-22,131,111
2024-09-22,131,112
2024-09-23,157,144
2024-09-23,158,145
2024-09-23,157,145
2024-09-24,159,143
2024-09-24,158,142
2024-09-25,159,144
2024-09-25,160,144
2024-09-25,159,143
2024-09-26,173,150
2024-09-26,173,151
2024-09-26,174,151
2024-09-27,186,146
2024-09-27,186,145
2024-09-28,170,128
2024-09-28,171,129
2024-09-28,170,129
2024-09-29,154,117
2024-09-29,154,118
2024-09-30,171,141
2024-09-30,158,131
2024-09-30,171,142
2024-10-01,165,150
2024-10-01,164,142
2024-10-02,161,139
2024-10-02,161,147
2024-10-03,167,143
2024-10-03,168,152
2024-10-04,166,144
2024-10-04,166,153
2024-10-05,148,129
2024-10-05,147,122
2024-10-06,151,116
2024-10-06,151,123
2024-10-07,162,144
2024-10-07,162,136
2024-10-08,175,153
2024-10-08,175,144
2024-10-09,169,139
2024-10-09,169,148
2024-10-10,177,139
2024-10-10,177,148
2024-10-11,163,138
2024-10-11,164,146
2024-10-12,166,124
2024-10-12,167,132
2024-10-13,164,120
2024-10-13,163,114
2024-10-14,162,147
2024-10-14,162,138
2024-10-15,167,141
2024-10-15,167,150
2024-10-16,185,142
2024-10-16,186,150
2024-10-17,168,147
2024-10-17,168,139
2024-10-18,164,149
2024-10-18,163,140
2024-10-19,150,122
2024-10-19,150,129
2024-10-20,173,119
2024-10-20,172,113
2024-10-21,167,136
2024-10-21,167,145
2024-10-22,166,138
2024-10-22,167,146
2024-10-23,163,143
2024-10-23,164,152
2024-10-24,165,150
2024-10-24,165,141
2024-10-25,166,149
2024-10-25,166,140
2024-10-26,154,124
2024-10-26,154,132
2024-10-27,155,111
2024-10-27,155,118
2024-10-28,168,147
2024-10-28,168,139
2024-10-29,164,151
2024-10-29,164,143
2024-10-30,165,146
2024-10-30,165,155
2024-10-31,162,143
2024-10-31,169,156
2024-10-31,169,157
2024-11-01,182,143
2024-11-01,182,144
2024-11-01,182,145
2024-11-02,165,135
2024-11-02,165,137
2024-11-03,171,127
2024-11-03,171,128
2024-11-04,178,156
2024-11-04,178,158
2024-11-05,177,157
2024-11-05,177,159
2024-11-06,178,158
2024-11-06,178,160
2024-11-07,178,163
2024-11-07,177,161
2024-11-08,179,158
2024-11-08,179,160
2024-11-09,159,140
2024-11-09,159,138
2024-11-10,167,135
2024-11-10,167,133
2024-11-11,187,161
2024-11-11,187,164
2024-11-12,188,169
2024-11-12,188,171
2024-11-13,194,177
2024-11-13,194,174
2024-11-14,193,176
2024-11-14,193,173
2024-11-15,193,172
2024-11-15,193,174
2024-11-16,172,152
2024-11-16,172,154
2024-11-17,170,142
2024-11-17,170,140
2024-11-18,188,167
2024-11-18,188,165
2024-11-19,192,170
2024-11-19,192,173
2024-11-20,200,178
2024-11-20,200,181
2024-11-21,212,193
2024-11-21,212,190
2024-11-22,212,194
2024-11-22,211,191
2024-11-23,194,169
2024-11-23,194,172
2024-11-24,184,149
2024-11-24,184,152
2024-11-25,194,173
2024-11-25,194,171
2024-11-26,194,173
2024-11-26,194,171
2024-11-27,198,174
2024-11-27,198,171
2024-11-28,200,177
2024-11-28,201,180
2024-11-29,205,183
2024-11-29,205,180
2024-11-30,181,156
2024-11-30,189,165
2024-12-01,184,154
2024-12-01,184,155
2024-12-02,195,176
2024-12-02,195,178
2024-12-03,197,178
2024-12-03,197,180
2024-12-04,203,184
2024-12-04,204,186
2024-12-05,207,186
2024-12-05,207,188
2024-12-06,194,176
2024-12-06,194,178
2024-12-07,182,162
2024-12-07,182,160
2024-12-08,186,154
2024-12-08,186,156
2024-12-09,209,187
2024-12-09,210,189
2024-12-10,210,189
2024-12-10,210,191
2024-12-11,215,191
2024-12-11,215,192
2024-12-12,211,192
2024-12-12,211,193
2024-12-13,208,191
2024-12-13,208,193
2024-12-14,186,169
2024-12-14,186,171
2024-12-15,183,158
2024-12-15,183,157
2024-12-16,199,178
2024-12-16,199,180
2024-12-17,195,180
2024-12-17,195,179
2024-12-18,194,177
